892,3,2,34.500000,0,0,7.829200,0,3
893,3,1,47.000000,1,0,7.000000,0,1
894,2,2,62.000000,0,0,9.687500,0,3
895,3,2,27.000000,0,0,8.662500,0,1
896,3,1,22.000000,1,1,12.287500,0,1
897,3,2,14.000000,0,0,9.225000,0,1
898,3,1,30.000000,0,0,7.629200,0,3
899,2,2,26.000000,1,1,29.000000,0,1
900,3,1,18.000000,0,0,7.229200,0,2
901,3,2,21.000000,2,0,24.150000,0,1
902,3,2,0.000000,0,0,7.895800,0,1
903,1,2,46.000000,0,0,26.000000,0,1
904,1,1,23.000000,1,0,82.266700,2,1
905,2,2,63.000000,1,0,26.000000,0,1
906,1,1,47.000000,1,0,61.175000,5,1
907,2,1,24.000000,1,0,27.720800,0,2
908,2,2,35.000000,0,0,12.350000,0,3
909,3,2,21.000000,0,0,7.225000,0,2
910,3,1,27.000000,1,0,7.925000,0,1
911,3,1,45.000000,0,0,7.225000,0,2
912,1,2,55.000000,1,0,59.400000,0,2
913,3,2,9.000000,0,1,3.170800,0,1
914,1,1,0.000000,0,0,31.683300,0,1
915,1,2,21.000000,0,1,61.379200,0,2
916,1,1,48.000000,1,3,262.375000,2,2
917,3,2,50.000000,1,0,14.500000,0,1
918,1,1,22.000000,0,1,61.979200,2,2
919,3,2,22.500000,0,0,7.225000,0,2
920,1,2,41.000000,0,0,30.500000,1,1
921,3,2,0.000000,2,0,21.679200,0,2
922,2,2,50.000000,1,0,26.000000,0,1
923,2,2,24.000000,2,0,31.500000,0,1
924,3,1,33.000000,1,2,20.575000,0,1
925,3,1,0.000000,1,2,23.450000,0,1
926,1,2,30.000000,1,0,57.750000,3,2
927,3,2,18.500000,0,0,7.229200,0,2
928,3,1,0.000000,0,0,8.050000,0,1
929,3,1,21.000000,0,0,8.662500,0,1
930,3,2,25.000000,0,0,9.500000,0,1
931,3,2,0.000000,0,0,56.495800,0,1
932,3,2,39.000000,0,1,13.416700,0,2
933,1,2,0.000000,0,0,26.550000,4,1
934,3,2,41.000000,0,0,7.850000,0,1
935,2,1,30.000000,0,0,13.000000,0,1
936,1,1,45.000000,1,0,52.554200,4,1
937,3,2,25.000000,0,0,7.925000,0,1
938,1,2,45.000000,0,0,29.700000,1,2
939,3,2,0.000000,0,0,7.750000,0,3
940,1,1,60.000000,0,0,76.291700,4,2
941,3,1,36.000000,0,2,15.900000,0,1
942,1,2,24.000000,1,0,60.000000,3,1
943,2,2,27.000000,0,0,15.033300,0,2
944,2,1,20.000000,2,1,23.000000,0,1
945,1,1,28.000000,3,2,263.000000,3,1
946,2,2,0.000000,0,0,15.579200,0,2
947,3,2,10.000000,4,1,29.125000,0,3
948,3,2,35.000000,0,0,7.895800,0,1
949,3,2,25.000000,0,0,7.650000,6,1
950,3,2,0.000000,1,0,16.100000,0,1
951,1,1,36.000000,0,0,262.375000,2,2
952,3,2,17.000000,0,0,7.895800,0,1
953,2,2,32.000000,0,0,13.500000,0,1
954,3,2,18.000000,0,0,7.750000,0,1
955,3,1,22.000000,0,0,7.725000,0,3
956,1,2,13.000000,2,2,262.375000,2,2
957,2,1,0.000000,0,0,21.000000,0,1
958,3,1,18.000000,0,0,7.879200,0,3
959,1,2,47.000000,0,0,42.400000,0,1
960,1,2,31.000000,0,0,28.537500,3,2
961,1,1,60.000000,1,4,263.000000,3,1
962,3,1,24.000000,0,0,7.750000,0,3
963,3,2,21.000000,0,0,7.895800,0,1
964,3,1,29.000000,0,0,7.925000,0,1
965,1,2,28.500000,0,0,27.720800,4,2
966,1,1,35.000000,0,0,211.500000,3,2
967,1,2,32.500000,0,0,211.500000,3,2
968,3,2,0.000000,0,0,8.050000,0,1
969,1,1,55.000000,2,0,25.700000,3,1
970,2,2,30.000000,0,0,13.000000,0,1
971,3,1,24.000000,0,0,7.750000,0,3
972,3,2,6.000000,1,1,15.245800,0,2
973,1,2,67.000000,1,0,221.779200,3,1
974,1,2,49.000000,0,0,26.000000,0,1
975,3,2,0.000000,0,0,7.895800,0,1
976,2,2,0.000000,0,0,10.708300,0,3
977,3,2,0.000000,1,0,14.454200,0,2
978,3,1,27.000000,0,0,7.879200,0,3
979,3,1,18.000000,0,0,8.050000,0,1
980,3,1,0.000000,0,0,7.750000,0,3
981,2,2,2.000000,1,1,23.000000,0,1
982,3,1,22.000000,1,0,13.900000,0,1
983,3,2,0.000000,0,0,7.775000,0,1
984,1,1,27.000000,1,2,52.000000,2,1
985,3,2,0.000000,0,0,8.050000,0,1
986,1,2,25.000000,0,0,26.000000,0,2
987,3,2,25.000000,0,0,7.795800,0,1
988,1,1,76.000000,1,0,78.850000,3,1
989,3,2,29.000000,0,0,7.925000,0,1
990,3,1,20.000000,0,0,7.854200,0,1
991,3,2,33.000000,0,0,8.050000,0,1
992,1,1,43.000000,1,0,55.441700,3,2
993,2,2,27.000000,1,0,26.000000,0,1
994,3,2,0.000000,0,0,7.750000,0,3
995,3,2,26.000000,0,0,7.775000,0,1
996,3,1,16.000000,1,1,8.516700,0,2
997,3,2,28.000000,0,0,22.525000,0,1
998,3,2,21.000000,0,0,7.820800,0,3
999,3,2,0.000000,0,0,7.750000,0,3
1000,3,2,0.000000,0,0,8.712500,0,1
1001,2,2,18.500000,0,0,13.000000,6,1
1002,2,2,41.000000,0,0,15.045800,0,2
1003,3,1,0.000000,0,0,7.779200,0,3
1004,1,1,36.000000,0,0,31.679200,1,2
1005,3,1,18.500000,0,0,7.283300,0,3
1006,1,1,63.000000,1,0,221.779200,3,1
1007,3,2,18.000000,1,0,14.454200,0,2
1008,3,2,0.000000,0,0,6.437500,0,2
1009,3,1,1.000000,1,1,16.700000,7,1
1010,1,2,36.000000,0,0,75.241700,3,2
1011,2,1,29.000000,1,0,26.000000,0,1
1012,2,1,12.000000,0,0,15.750000,0,1
1013,3,2,0.000000,1,0,7.750000,0,3
1014,1,1,35.000000,1,0,57.750000,3,2
1015,3,2,28.000000,0,0,7.250000,0,1
1016,3,2,0.000000,0,0,7.750000,0,3
1017,3,1,17.000000,0,1,16.100000,0,1
1018,3,2,22.000000,0,0,7.795800,0,1
