1,3,2,22.000000,1,0,7.250000,0,1
2,1,1,38.000000,1,0,71.283300,3,2
3,3,1,26.000000,0,0,7.925000,0,1
4,1,1,35.000000,1,0,53.100000,3,1
5,3,2,35.000000,0,0,8.050000,0,1
6,3,2,0.000000,0,0,8.458300,0,3
7,1,2,54.000000,0,0,51.862500,5,1
8,3,2,2.000000,3,1,21.075000,0,1
9,3,1,27.000000,0,2,11.133300,0,1
10,2,1,14.000000,1,0,30.070800,0,2
11,3,1,4.000000,1,1,16.700000,7,1
12,1,1,58.000000,0,0,26.550000,3,1
13,3,2,20.000000,0,0,8.050000,0,1
14,3,2,39.000000,1,5,31.275000,0,1
15,3,1,14.000000,0,0,7.854200,0,1
16,2,1,55.000000,0,0,16.000000,0,1
17,3,2,2.000000,4,1,29.125000,0,3
18,2,2,0.000000,0,0,13.000000,0,1
19,3,1,31.000000,1,0,18.000000,0,1
20,3,1,0.000000,0,0,7.225000,0,2
21,2,2,35.000000,0,0,26.000000,0,1
22,2,2,34.000000,0,0,13.000000,4,1
23,3,1,15.000000,0,0,8.029200,0,3
24,1,2,28.000000,0,0,35.500000,1,1
25,3,1,8.000000,3,1,21.075000,0,1
26,3,1,38.000000,1,5,31.387500,0,1
27,3,2,0.000000,0,0,7.225000,0,2
28,1,2,19.000000,3,2,263.000000,3,1
29,3,1,0.000000,0,0,7.879200,0,3
30,3,2,0.000000,0,0,7.895800,0,1
31,1,2,40.000000,0,0,27.720800,0,2
32,1,1,0.000000,1,0,146.520800,2,2
33,3,1,0.000000,0,0,7.750000,0,3
34,2,2,66.000000,0,0,10.500000,0,1
35,1,2,28.000000,1,0,82.170800,0,2
36,1,2,42.000000,1,0,52.000000,0,1
37,3,2,0.000000,0,0,7.229200,0,2
38,3,2,21.000000,0,0,8.050000,0,1
39,3,1,18.000000,2,0,18.000000,0,1
40,3,1,14.000000,1,0,11.241700,0,2
41,3,1,40.000000,1,0,9.475000,0,1
42,2,1,27.000000,1,0,21.000000,0,1
43,3,2,0.000000,0,0,7.895800,0,2
44,2,1,3.000000,1,2,41.579200,0,2
45,3,1,19.000000,0,0,7.879200,0,3
46,3,2,0.000000,0,0,8.050000,0,1
47,3,2,0.000000,1,0,15.500000,0,3
48,3,1,0.000000,0,0,7.750000,0,3
49,3,2,0.000000,2,0,21.679200,0,2
50,3,1,18.000000,1,0,17.800000,0,1
51,3,2,7.000000,4,1,39.687500,0,1
52,3,2,21.000000,0,0,7.800000,0,1
53,1,1,49.000000,1,0,76.729200,4,2
54,2,1,29.000000,1,0,26.000000,0,1
55,1,2,65.000000,0,1,61.979200,2,2
56,1,2,0.000000,0,0,35.500000,3,1
57,2,1,21.000000,0,0,10.500000,0,1
58,3,2,28.500000,0,0,7.229200,0,2
59,2,1,5.000000,1,2,27.750000,0,1
60,3,2,11.000000,5,2,46.900000,0,1
61,3,2,22.000000,0,0,7.229200,0,2
62,1,1,38.000000,0,0,80.000000,2,0
63,1,2,45.000000,1,0,83.475000,3,1
